"year","avg_coal","stddev_coal","min_coal","max_coal","avg_flaring","stddev_flaring","min_flaring","max_flaring","avg_oil","stddev_oil","min_oil","max_oil","avg_cement","oil_cement","min_cement","max_cement","avg_other_industry","oil_other_industry","min_other_industry","max_other_industry"
1923,"43.10139726027397","187.0907330469586","0","1509.469","0","0","0","0","6.498452054794522","39.78570196518157","0","334.413","0.006933333333333334","0.035776059547993955","0","0.196","2.714",NULL,"2.714","2.714"
1924,"42.602810810810816","169.12946676248046","0","1313.207","0","0","0","0","6.377972972972974","38.41791924972918","0","325.557","0.006967741935483872","0.03645680903111492","0","0.203","2.714",NULL,"2.714","2.714"
1925,"42.58625675675676","171.2235139369175","0","1340.481","0","0","0","0","6.678581081081083","39.998689143591506","0","341.244","0.46541935483870966","2.5504551851802657","0","14.206","3.081",NULL,"3.081","3.081"
1926,"39.50888461538461","175.30430052925524","0","1477.933","0","0","0","0","6.313435897435899","39.24812091079399","0","345.266","0.4211714285714286","2.4511148302199897","0","14.506","3.007",NULL,"3.007","3.007"
1927,"42.0181125","169.98133923351733","0","1376.693","0","0","0","0","6.753449999999999","44.315461215092064","0","396.207","0.4174864864864865","2.4755156996026058","0","15.066","2.934",NULL,"2.934","2.934"
1928,"39.34815476190476","161.31205411046383","0","1330.158","0","0","0","0","6.5759404761904765","44.1044540065205","0","404.402","0.3785744680851064","1.6687684241783398","0","15.417","2.934",NULL,"2.934","2.934"
1929,"41.93039285714285","170.66028911593042","0","1404.59","0","0","0","0","7.215749999999999","48.58440829792659","0","445.598","0.3923085106382979","1.6406528599992032","0","14.996","2.861",NULL,"2.861","2.861"
1930,"37.811705882352946","150.64656644324376","0","1238.166","0","0","0","0","6.85355294117647","42.74315092210844","0","393.407","0.3743368421052632","1.5428148122522078","0","14.286","2.274",NULL,"2.274","2.274"
1931,"32.164170454545456","124.39930363945815","0","1021.482","0","0","0","0","6.407306818181818","39.254532857917006","0","366.621","0.31526530612244896","1.183621531101483","0","10.809","1.834",NULL,"1.834","1.834"
1932,"28.312337078651687","104.70502643931576","0","834.233","0","0","0","0","6.061123595505616","35.98542151338392","0","337.65","0.24946464646464644","0.7862698725710429","0","6.656","1.32",NULL,"1.32","1.32"
1933,"28.03661702127659","107.46541438944328","0","889.861","0","0","0","0","6.274202127659574","38.729921543215795","0","373.787","0.23144660194174765","0.7092543547753173","0","5.587","1.54",NULL,"1.54","1.54"
1934,"30.946182795698924","117.21659424561997","0","963.92","0","0","0","0","6.711408602150538","39.1324695906866","0","374.993","0.2795686274509803","0.8657403688940183","0","6.9","1.614",NULL,"1.614","1.614"
1935,"32.221225806451606","120.57187034802189","0","982.156","0","0","0","0","7.234473118279569","42.25070905517481","0","405.206","0.31436274509803935","0.9196068659515658","0","6.684","1.98",NULL,"1.98","1.98"
1936,"34.94459574468085","136.7442696911344","0","1143.798","0","0","0","0","7.807946808510637","46.4900038769735","0","448.356","0.37973529411764695","1.2359212055251518","0","9.95","2.494",NULL,"2.494","2.494"
1937,"36.844191489361705","140.0521646234944","0","1144.951","0","0","0","0","8.795382978723403","53.18185897932594","0","513.635","0.39999019607843145","1.2947195307360078","0","10.368","2.714",NULL,"2.714","2.714"
1938,"34.336765957446815","121.42892651014832","0","906.794","0","0","0","0","8.542691489361701","50.00797457654013","0","482.196","0.3776470588235294","1.2848435713782655","0","9.239","2.201",NULL,"2.201","2.201"
1939,"35.780468750000004","131.96459157699545","0","1024.988","0","0","0","0","8.713041666666665","52.10350958780672","0","508.158","0.3462233009708737","1.299960526791659","0","10.792","2.861",NULL,"2.861","2.861"
1940,"39.93446315789474","146.36599372244112","0","1168.882","0","0","0","0","9.256442105263158","57.39549712816936","0","557.62","0.3081274509803921","1.289420774646689","0","11.549","3.227",NULL,"3.227","3.227"
1941,"41.76379569892472","158.1952843831869","0","1294.762","0","0","0","0","9.526806451612904","61.224648737653766","0","588.735","0.42031067961165053","1.5913219318438303","0","14.52","4.034",NULL,"4.034","4.034"
1942,"43.44112222222221","175.21471605637245","0","1458.597","0","0","0","0","9.349199999999998","59.80401330078859","0","565.693","0.4568809523809524","1.8361857362331488","0","16.085","4.034",NULL,"4.034","4.034"
1943,"40.05363265306122","169.54183074826082","0","1470.803","0","0","0","0","9.126979591836733","62.04357996842662","0","612.936","0.3820989010989011","1.3949294530544472","0","12.041","4.328",NULL,"4.328","4.328"
1944,"39.87662886597938","173.9673986883222","0","1545.85","0","0","0","0","10.569876288659794","71.32965878117393","0","700.12","0.2518444444444444","0.8970053036947047","0","8.032","4.328",NULL,"4.328","4.328"
1945,"30.59216326530612","150.45976845194284","0","1421.423","0","0","0","0","10.361285714285716","73.56622114087725","0","727.377","0.21684905660377365","0.9165597561113576","0","9.114","3.961",NULL,"3.961","3.961"
1946,"32.340469999999996","140.37480333285055","0","1298.758","0","0","0","0","11.479160000000002","74.16383974724442","0","737.018","0.33619444444444435","1.451785471512906","0","14.653","3.961",NULL,"3.961","3.961"
1947,"34.4874380952381","152.64387791869098","0","1449.231","0","0","0","0","11.704323809523808","77.42006925998622","0","791.342","0.3817787610619469","1.6154646817916842","0","16.647","4.548",NULL,"4.548","4.548"
1948,"34.94471028037383","151.26407982898522","0","1433.19","0","0","0","0","12.609355140186915","84.77266668903839","0","874.345","0.44900869565217394","1.8035761089084865","0","18.417","4.841",NULL,"4.841","4.841"
1949,"32.23455454545455","121.23586570757011","0","1063.102","0","0","0","0","11.566536363636363","77.71496159445172","0","813.723","0.4973504273504274","1.8680973370316696","0","18.788","4.181",NULL,"4.181","4.181"
1950,"22.285173410404624","111.96657778828875","0","1257.232","0.4255722543352601","3.894787642617524","0","43.122","8.362150289017343","68.47145537919232","0","896.801","0.40543030303030314","1.7321443717790628","0","20.125","4.988",NULL,"4.988","4.988"
1951,"23.194697142857137","111.74091998187707","0","1211.599","0.45643428571428574","4.097526198603618","0","42.7","9.094377142857146","72.98883484184134","0","960.662","0.4536946107784432","1.8987134696711192","0","22.041","5.501",NULL,"5.501","5.501"
1952,"22.773249999999997","104.33575072869318","0","1074.173","0.48502272727272727","4.368024623105042","0","45.683","9.570011363636363","75.87718193923567","0","1000.967","0.48062499999999997","1.9419073859632652","0","22.256","5.355",NULL,"5.355","5.355"
1953,"22.970005681818183","104.65427290188786","0","1065.955","0.4622045454545454","4.102586537878174","0","43.62","10.192142045454544","79.64338948952202","0","1050.079","0.5330238095238095","2.090263545118765","0","23.521","6.455",NULL,"6.455","6.455"
1954,"22.816197740112997","98.25427307079781","0","913.446","0.43848587570621467","3.919360827567981","0","38.952","10.769423728813557","80.53984866995752","0","1063.212","0.5781785714285715","2.1820207338362665","0","24.131","5.721",NULL,"5.721","5.721"
1955,"24.15267403314917","107.08872090477566","0","1026.222","0.535011049723757","4.196640796834417","0","41.645","11.747475138121548","86.11372243251422","0","1147.903","0.6246337209302325","2.3792852088014085","0","26.584","6.968",NULL,"6.968","6.968"
1956,"25.3922320441989","111.79804012365467","0","1068.358","0.597646408839779","4.683272880612307","0","46.529","12.759110497237572","90.49433403251125","0","1203.787","0.6772558139534883","2.5495546965207074","0","28.39","7.042",NULL,"7.042","7.042"
1957,"25.717917582417588","110.76077227567379","0","1024.081","0.584543956043956","4.6068864949784905","0","43.558","13.178109890109894","89.7875325907121","0","1193.662","0.7078092485549132","2.5068358944642615","0","27.006","6.822",NULL,"6.822","6.822"
1958,"26.117153846153847","107.79961043287197","0","888.344","0.5226043956043956","3.9102903394460498","0","38.535","13.837890109890107","92.01840330556158","0","1220.046","0.7327231638418079","2.575185231019831","0","27.758","6.161",NULL,"6.161","6.161"
1959,"26.59690860215053","112.12049285269909","0","910.978","0.49297849462365595","3.5936644611029673","0","35.682","14.38504278074866","93.95986887180486","0","1258.457","0.7851027027027025","2.79951752350201","0","30.234","8.289",NULL,"8.289","8.289"
1960,"27.698639784946216","116.10364157933658","0","917.964","0.479247311827957","3.3988450094062395","0","31.804","15.438513368983955","96.18676180516212","0","1281.631","0.8507675675675677","2.8810024004764583","0","28.798","13.7535","7.313605437812461","8.582","18.925"
1961,"26.413577540106942","107.96751149875845","0","887.443","0.46106417112299464","3.1938263003363447","0","29.363","16.22037234042553","97.59663292183191","0","1297.316","0.8824946236559144","2.9708616299476596","0","28.699","14.6095","8.213045263481751","8.802","20.417"
1962,"26.055666666666674","107.08364256162544","0","920.818","0.45466137566137566","3.222928495460501","0","34.184","17.305236842105256","100.51764615563019","0.004","1334.748","0.9380904255319148","3.164343163261706","0","29.878","15.1385","8.442147860586191","9.169","21.108"
1963,"26.864684210526317","111.55336538312889","0","987.008","0.4763578947368421","3.0136982709055387","0","30.246","18.428345549738214","102.94885685158623","0","1359.256","0.9840317460317464","3.3150240057292644","0","31.435","15.875499999999999","8.758931698557761","9.682","22.069"
1964,"26.992772020725383","113.76447331072431","0","1049.177","0.5844145077720208","3.3142628224772843","0","31.168","19.550479381443296","105.63986991545124","0","1393.919","1.0737499999999998","3.5568396408000313","0","33.026","17.490000000000002","9.589782166451961","10.709","24.271"
1965,"27.38709844559585","115.58482137629154","0","1090.619","0.6758756476683939","3.5792874851180403","0","32.084","21.069061855670103","111.48356866900838","0","1464.691","1.1271354166666663","3.6561136337691003","0","33.295","17.266","8.650744361036221","11.149","23.383"
1966,"27.702792746113982","117.60523445810735","0","1132.718","0.7490466321243525","3.943842223287986","0","33.667","22.733896907216476","117.06834142486427","0","1529.661","1.2134583333333337","3.9042735329692686","0","34.573","18.110500000000002","8.60053977957198","12.029","24.192"
1967,"27.24954404145077","116.57729860344351","0","1163.049","0.9885077720207253","4.686437438590715","0","35.973","24.230881443298966","122.61842258999","0","1589.194","1.249234375","3.9683641785603903","0","33.594","18.6","9.396034908406847","11.956","25.244"
1968,"27.40952061855669","115.85881452304827","0","1139.603","1.0505051546391753","5.0880583379352435","0","41.044","26.318958974358967","130.64562612536645","0","1689.423","1.3227875647668395","4.184484593592289","0","35.32","19.2965","9.758780687155545","12.396","26.197"
1969,"28.43363917525774","119.7789134042132","0","1158","1.2579072164948453","5.526247080005931","0","42.865","28.533610256410263","138.88866478661296","0","1781.627","1.4026735751295336","4.3472590541071785","0","35.697","20.854","10.509020981994468","13.423","28.285"
1970,"28.916614213197956","122.42802296769717","0","1168.091","1.4098629441624366","5.471391649119869","0","36.312","32.126308080808066","157.87736962881908","0","2038.082","1.4787692307692306","4.537388351763432","0","34.924","22.175","12.791561671664645","13.13","31.22"
1971,"28.77919696969697","121.25650745468555","0","1107.406","1.623454545454546","5.723100034556236","0","41.407","33.85220100502513","163.2422326817389","0","2097.305","1.5472397959183666","4.681003973907894","0","35.51","22.3305","13.116123684229272","13.056","31.605"
1972,"28.592261306532663","122.23034766139841","0","1124.841","1.7431708542713569","6.455678972103819","0","52.048","36.31642999999999","176.38075476833734","0","2269.174","1.6316091370558385","4.918482870714091","0","36.523","24.036","14.905810947412423","13.496","34.576"
1973,"29.45500502512563","127.63854864953052","0","1220.645","2.0209246231155777","7.962354674274193","0","73.082","38.48219499999998","182.01763116893025","0","2325.412","1.7285025380710657","5.2027992501136655","0","38.192","25.813499999999998","16.589432193417586","14.083","37.544"
1974,"29.447376884422113","126.49705085460606","0","1199.284","1.9666783919597994","8.089424626945712","0","75.185","38.078105","175.7549755052992","0","2227.518","1.7309340101522843","5.104596965912063","0","36.806","26.194000000000003","16.711761666562865","14.377","38.011"
1975,"30.325040201005034","130.56420496847088","0","1195.032","1.6919798994974877","6.419841106123792","0","56.107","37.93976500000003","172.99843806571104","0","2190.401","1.721015228426395","4.8555897900204235","0","34.726","23.5845","15.303912065220446","12.763","34.406"
1976,"31.45748241206029","136.35358369579183","0","1281.173","1.987020100502513","7.854647563903125","0","71.967","40.49391499999999","184.90527463595726","0","2350.634","1.7971928934010157","5.038559846816273","0","35.141","25.008000000000003","16.280426530039072","13.496","36.52"
1977,"32.22321608040201","140.8338883846998","0","1315.721","1.9169396984924618","7.531018466838368","0","71.943","41.94402500000001","193.71797627581276","0","2478.369","1.8820203045685275","5.271875917874316","0","35.725","24.8455","16.361743809875524","13.276","36.415"
1978,"32.77122110552763","144.91777380604614","0","1314.183","1.9606884422110553","7.273674573517254","0","62.621","43.49618000000001","197.98911960579804","0","2524.703","2.002888324873096","5.630539276897864","0","40.74","25.538","16.925307914481202","13.57","37.506"
1979,"34.31319095477387","152.1188067619534","0","1427.458","1.8098040201005028","7.059377478977225","0","65.131","44.072939999999996","193.50992994755575","0","2441.955","2.0292081218274114","5.724369434335106","0","41.985","26.2315","17.38846285615839","13.936","38.527"
1980,"35.21848743718592","154.25128318051998","0","1453.794","1.5901909547738693","6.728319318540177","0","73.8","42.510024999999985","180.3016874290231","0","2244.48","2.0432487309644674","5.6959454657713975","0","41.901","24.101","16.242242763854996","12.616","35.586"
1981,"34.77105472636814","153.6021556478033","0","1502.932","1.1799850746268659","4.636346590234181","0","49.208","40.271445544554446","169.12525719743638","0","2101.662","2.023206030150753","5.596610092551049","0","40.261","23.336","15.263606978692813","12.543","34.129"
1982,"35.37911940298506","155.9841802852638","0","1449.085","1.1720547263681595","4.386693535225598","0","41.111","39.446777227722755","161.9559362866408","0","1994.492","2.0138090452261297","5.528450404267275","0","38.87","22.506999999999998","18.551653511210258","9.389","35.625"
1983,"36.30646766169158","161.38913990811216","0","1504.796","1.0589353233830845","3.735886568245351","0","31.392","39.10166831683169","160.52089603253665","0","1978.102","2.058336683417084","5.774629543604486","0","44.126","24.134","20.12708741969389","9.902","38.366"
1984,"38.25326499999999","172.59093283693207","0","1616.103","0.9337599999999999","2.910467712227642","0","26.205","39.62396517412935","164.1530854762523","0","2034.553","2.107853535353536","6.012937692946053","0","50.066","26.118","21.999506176275865","10.562","41.674"
1985,"41.00971","183.29873521564235","0","1655.025","0.9072449999999997","2.9821922587781935","0","26.929","39.57737810945274","163.0601675994365","0","2023.868","2.133616161616162","6.295969543407445","0","59.301","27.636499999999998","24.35346465084588","10.416","44.857"
1986,"41.60319","186.33328037257843","0","1657.391","0.8483449999999999","2.8314591007413217","0","26.769","40.68691044776121","169.2725933056558","0","2112.125","2.2226313131313122","6.751164968876413","0","67.362","29.8245","28.589034270153302","9.609","50.04"
1987,"42.77844278606965","194.26063754321916","0","1770.269","0.8110099502487564","2.5619898692033303","0","23.578","40.17845544554455","168.8349620296187","0","2143.159","2.317722222222222","7.192343999822863","0","75.429","37.203","37.779301105234865","10.489","63.917"
1988,"44.24346268656717","203.82423628479484","0","1892.698","0.9229552238805969","3.131602911127954","0","28.352","41.6598910891089","176.07423092039048","0","2241.183","2.4405050505050503","7.815155151245907","0","84.961","44.5815","46.969567940316416","11.369","77.794"
1989,"44.23727363184081","204.86139113554256","0","1920.239","0.7496766169154228","2.4299950946247804","0","22.41","42.335450495049486","176.72258744893588","0","2239.805","2.490383838383839","7.891518141190095","0","84.886","43.355","45.13038320245021","11.443","75.267"
1990,"41.635421052631585","200.96172225691654","0","1976.684","1.238311004784689","4.587531952720774","0","46.339","41.60882775119616","174.74366926075055","0.004","2178.912","2.505725888324873","7.9314521533710405","0","84.513","4.848369565217392","11.12673133665787","0","64.065"
1991,"41.02186666666667","201.76431980666044","0","2049.92","1.3048142857142855","4.8611268791015085","0","45.348","43.64188095238095","173.00847535516235","0.004","2119.828","2.5891683673469386","8.91480824058369","0","101.305","4.6869130434782615","11.460913653371984","0","68.066"
1992,"39.667448113207534","201.7993520794349","0","2114.715","1.141424528301887","4.337309659176422","0","45.015","40.83353773584905","168.75965968772869","0.004","2171.389","2.6560150753768847","10.07392302010111","0","122.445","4.6993913043478255","12.433883590108408","0","77.596"
1993,"40.14746226415095","209.73320353312855","0","2228.745","1.1042452830188676","4.099627197965678","0","44.013","40.85050471698114","168.52786705435685","0.004","2179.57","2.7564149999999996","11.31698396362475","0","142.774","4.698630434782608","13.211498093804833","0","85.855"
1994,"40.18367605633803","216.78222314026385","0","2380.586","1.4711308411214945","5.157896287659884","0","45.527","40.69866666666665","170.50145119336673","0.004","2226.839","2.9130148514851486","12.684648166552787","0","164.377","4.703978260869567","13.64425676407335","0","89.76"
1995,"41.32944600938966","227.6884123249776","0","2569.754","1.525579439252336","5.357166984889347","0","50.927","40.941920187793414","170.3248016572826","0.004","2218.052","3.080638613861387","14.043537191493094","0","184.637","4.859826086956523","14.160112878244922","0","92.852"
1996,"42.36795305164319","235.8494910404619","0","2660.401","1.638135514018691","5.86264159446216","0","61.101","42.02765727699532","176.27651482331567","0.004","2305.573","3.1441039603960386","14.614621833540449","0","192.853","4.8264130434782615","14.446252768376514","0","94.887"
1997,"42.14899530516432","234.62367274437875","0","2609.556","1.64926168224299","5.579418296932026","0","54.773","42.54919718309859","177.8017576327917","0.004","2326.319","3.2714900990098994","15.319996965966244","0","202.874","4.863717391304349","14.522783183923336","0","95.62"
1998,"41.013816901408475","226.73742939025163","0","2444.771","1.5732570093457943","5.171417519306306","0","48.747","42.942","180.25695320982922","0.003","2370.752","3.259153465346536","15.778943589077075","0","211.369","4.794760869565218","14.382999163649632","0","94.553"
1999,"41.6091971830986","234.0720982281383","0","2580.992","1.542654205607477","5.011767488963644","0","45.405","43.95017840375587","185.36405745860012","0.004","2433.326","3.418351485148515","16.991272102228347","0","228.322","4.766369565217392","14.080190324406045","0","92.205"
2000,"43.22629577464788","239.88283164908415","0","2601.737","1.6225934579439254","5.348258117395387","0","51.11","44.57035211267604","189.10815023400585","0.004","2487.797","3.5892039800995033","18.147994003833695","0","244.388","4.702608695652174","13.653414395069031","0","89.857"
2001,"43.470948356807526","239.42458670275502","0","2637.655","1.5693738317757004","5.240787828320437","0","50.407","44.96317370892018","190.17476890370648","0.004","2502.393","3.73240594059406","19.8858764819729","0","270.828","4.637913043478261","13.473949861906105","0","88.79"
2002,"45.25266355140186","259.1041744226049","0","3018.634","1.517420560747664","5.025692973099029","0","39.501","44.571509345794404","189.28548769266283","0.004","2495.597","3.8516600985221667","20.681355147579932","0","282.688","4.7020869565217405","13.6627345982926","0","90.156"
2003,"49.172056074766374","293.4659942877093","0","3601.712","1.6102850467289722","5.322238397222033","0","44.806","45.73136915887853","194.06878617334974","0.004","2557.467","4.257465346534652","25.54496754075051","0","353.679","4.8051304347826065","13.982192537666844","0","92.704"
2004,"50.825121495327124","308.0723382913572","0","3835.288","1.6011869158878502","5.401645984806865","0","42.545","47.22958878504674","200.75166244780593","0.004","2630.825","4.4475891089108925","26.61851342766882","0","368.396","5.0343913043478254","14.769543126129168","0","97.86"
2005,"53.98943925233648","343.85878483002693","0","4424.39","1.6261168224299067","5.426962394936387","0","41.53","47.521859813084134","201.67890607459438","0.004","2642.692","4.747679802955665","29.55132353841725","0","411.649","5.266804347826087","15.862581763550155","0","105.387"
2006,"57.00572897196264","372.6193198346399","0","4905.374","1.6240607476635516","5.3413060104904","0","42.157","47.753612149532714","200.3512394048164","0.004","2609.708","5.178192118226597","33.61406856249765","0","470.087","5.499173913043477","16.73002952020288","0","111.056"
2007,"59.759728971962616","397.60879535906145","0","5289.904","1.6042429906542055","5.4953002017065025","0","50.868","47.66237850467291","199.71555470658137","0.004","2592.216","5.561556650246307","36.74655008728467","0","514.981","5.644021739130435","17.521341799821826","0","116.861"
2008,"61.963840375586834","425.6819856072611","0","5729.474","1.5716525821596248","5.025504336040482","0","42.054","47.628615023474175","190.4397280420213","0.007","2414.708","5.631364532019702","37.504232213391106","0","525.924","5.651217391304345","18.173976782339743","0","121.642"
2009,"61.15894366197187","439.3684133523922","0","6028.5","1.5513192488262906","5.059855409547191","0","41.082","46.69040375586853","182.3064437191535","0.004","2280.345","5.732917073170729","41.29438950292836","0","583.56","5.3050434782608695","18.945201639297032","0","127.721"
2010,"65.41856338028165","476.8120841807046","0","6568.793","1.602981220657276","5.52292765366071","0","47.87","48.11561971830987","186.853294347214","0.004","2300.574","6.061468599033816","44.99820259784418","0","639.592","5.351391304347826","17.45968597207516","0","116.11"
2011,"69.13083568075118","523.4854573213561","0","7309.786","1.6878450704225347","5.814781928570236","0","51.561","48.067840375586876","185.49904760232772","0.007","2252.414","6.485735576923076","49.670060734164004","0","708.564","5.980021739130435","20.869600232011187","0","140.357"
2012,"69.9084460093897","531.7868453659661","0","7464.806","1.7714366197183098","6.081282771206224","0","52.928","48.82602347417843","185.12274730173465","0.007","2196.025","6.653802884615383","50.19390752687054","0","714.782","6.015391304347824","21.10761121120716","0","141.722"
2013,"70.3424647887324","535.2440239956638","0","7493.454","1.8099906103286385","6.236359077029421","0","57.423","49.1536572769953","188.149487696518","0.007","2224.627","6.936163461538458","52.57428970883596","0","748.323","6.403130434782608","23.18866169355542","0","156.217"
2014,"70.42599061032864","532.0297057755007","0","7425.067","1.8170610328638508","6.237099504368156","0","63.124","49.29365727699531","189.73887642544057","0.011","2247.931","7.208245192307692","54.73030171971367","0","778.627","6.638869565217391","24.527722541926302","0","165.223"
2015,"68.80733333333336","519.042344473851","0","7266.979","1.8041032863849773","6.218791536024253","0","64.372","50.34432394366195","194.73057256904755","0.007","2285.676","6.943557692307689","50.888194560426726","0","721.995","6.600978260869567","24.503007486600612","0","165.219"
2016,"67.2245305164319","505.1879359454234","0","7071.404","1.7570281690140848","6.015093512279497","0","55.139","50.85150234741784","196.80415445433823","0.007","2299.961","7.128177884615386","52.39712308446515","0","743.044","6.532586956521741","24.83343058824454","0","167.928"
2017,"68.00038028169017","511.3584899299924","0","7163.318","1.8191690140845063","6.442067574286759","0","59.486","51.60236619718311","200.17028961040737","0.007","2315.177","7.23208653846153","53.41176497940034","0","758.185","6.582869565217391","25.08705287824662","0","169.733"
2018,"69.10600469483569","522.4243036502227","0","7316.4","1.9121408450704218","7.244089905263516","0","72.066","51.66135680751174","204.8830156287637","0.011","2366.168","7.526788461538457","55.56478211399124","0","786.745","6.590130434782606","25.305361655505777","0","171.539"
2019,"68.91256338028171","534.1567365064922","0","7523.17","2.044253521126761","8.406983882550366","0","88.437","52.166798122065714","206.9864758827266","0","2360.999","7.767120192307693","58.34864389119945","0","826.876","6.635065217391303","26.13046557258589","0","177.257"
2020,"66.75971830985915","541.2427943417044","0","7679.546","1.8709812206572773","7.222284032157356","0","67.749","47.131460093896735","186.33930803933924","0.007","2047.544","7.850346153846153","60.30240618576209","0","858.233","6.414086956521737","25.304011673009985","0","171.539"
2021,"70.31328169014087","564.9609879752055","0","7979.436","1.8940469483568074","7.2373199855510855","0","63.294","49.786962441314536","198.35947357920975","0.008","2239.014","8.135668269230766","60.17107496733938","0","851.974","6.550891304347825","25.302695408661073","0","171.539"
2022,"71.42542723004695","583.6911454223327","0","8250.736","1.8659718309859152","7.215824564812131","0","63.294","50.828178403755864","196.65354289123692","0.008","2249.519","7.75503381642512","54.4765640851024","0","763.365","6.547782608695652","25.30327447313493","0","171.539"
